29, 7, 47
30, 7, 47
31, 7, 47
3, 7, 47
62, 6, 47
32, 7, 47
37, 6, 47
36, 6, 47
35, 6, 47
34, 6, 47
33, 6, 47
32, 6, 47
31, 6, 47
30, 6, 47
29, 6, 47
33, 7, 47
34, 7, 47
35, 7, 47
3, 6, 47
61, 5, 47
36, 7, 47
62, 7, 47
37, 5, 47
36, 5, 47
35, 5, 47
34, 5, 47
31, 5, 47
30, 5, 47
29, 5, 47
28, 5, 47
3, 8, 47
30, 8, 47
4, 5, 47
61, 4, 47
31, 8, 47
32, 8, 47
33, 8, 47
39, 4, 47
38, 4, 47
28, 4, 47
27, 4, 47
26, 4, 47
34, 8, 47
35, 8, 47
62, 8, 47
4, 4, 47
60, 3, 47
3, 9, 47
30, 9, 47
40, 3, 47
39, 3, 47
26, 3, 47
25, 3, 47
31, 9, 47
32, 9, 47
33, 9, 47
5, 3, 47
59, 2, 47
34, 9, 47
35, 9, 47
62, 9, 47
42, 2, 47
41, 2, 47
24, 2, 47
23, 2, 47
3, 10, 47
30, 10, 47
31, 10, 47
6, 2, 47
58, 1, 47
57, 1, 47
56, 1, 47
32, 10, 47
33, 10, 47
45, 1, 47
44, 1, 47
43, 1, 47
22, 1, 47
21, 1, 47
20, 1, 47
34, 10, 47
35, 10, 47
62, 10, 47
9, 1, 47
8, 1, 47
7, 1, 47
55, 0, 47
54, 0, 47
53, 0, 47
52, 0, 47
51, 0, 47
50, 0, 47
49, 0, 47
48, 0, 47
47, 0, 47
46, 0, 47
19, 0, 47
18, 0, 47
17, 0, 47
16, 0, 47
15, 0, 47
14, 0, 47
13, 0, 47
12, 0, 47
11, 0, 47
10, 0, 47
56, 18, 46
55, 18, 46
54, 18, 46
53, 18, 46
52, 18, 46
51, 18, 46
50, 18, 46
49, 18, 46
48, 18, 46
47, 18, 46
18, 18, 46
17, 18, 46
16, 18, 46
15, 18, 46
14, 18, 46
13, 18, 46
12, 18, 46
11, 18, 46
10, 18, 46
9, 18, 46
58, 17, 46
57, 17, 46
3, 11, 47
29, 11, 47
30, 11, 47
46, 17, 46
45, 17, 46
20, 17, 46
19, 17, 46
31, 11, 47
32, 11, 47
8, 17, 46
7, 17, 46
59, 16, 46
33, 11, 47
34, 11, 47
44, 16, 46
43, 16, 46
23, 16, 46
22, 16, 46
21, 16, 46
35, 11, 47
36, 11, 47
6, 16, 46
60, 15, 46
62, 11, 47
3, 12, 47
