26, 25, 114
27, 25, 114
26, 26, 114
27, 26, 114
26, 25, 115
27, 25, 115
26, 26, 115
27, 26, 115
26, 25, 116
27, 25, 116
26, 26, 116
27, 26, 116
26, 25, 113
26, 24, 113
25, 24, 113
27, 24, 113
25, 25, 113
27, 25, 113
25, 26, 113
26, 26, 113
27, 26, 113
26, 24, 114
27, 24, 114
25, 24, 114
28, 24, 114
25, 25, 114
28, 25, 114
25, 26, 114
28, 26, 114
25, 27, 114
26, 27, 114
27, 27, 114
28, 27, 114
26, 24, 115
27, 24, 115
25, 24, 115
28, 24, 115
25, 25, 115
28, 25, 115
25, 26, 115
28, 26, 115
25, 27, 115
26, 27, 115
27, 27, 115
28, 27, 115
26, 24, 116
27, 24, 116
25, 24, 116
28, 24, 116
25, 25, 116
28, 25, 116
25, 26, 116
28, 26, 116
25, 27, 116
26, 27, 116
27, 27, 116
28, 27, 116
26, 25, 117
27, 25, 117
26, 26, 117
27, 26, 117
23, 28, 86
29, 28, 82
23, 28, 82
29, 28, 81
23, 28, 81
23, 27, 81
23, 26, 81
29, 24, 81
29, 23, 81
23, 23, 81
29, 22, 81
28, 22, 81
27, 22, 81
26, 22, 81
25, 22, 81
24, 22, 81
23, 22, 81
28, 28, 81
27, 28, 81
26, 28, 81
25, 28, 81
24, 28, 81
29, 27, 81
29, 28, 80
29, 26, 81
29, 25, 81
29, 22, 80
23, 28, 80
23, 27, 80
23, 26, 80
23, 25, 80
29, 24, 80
23, 24, 80
29, 23, 80
23, 23, 80
28, 22, 80
27, 22, 80
26, 22, 80
25, 22, 80
24, 22, 80
23, 22, 80
29, 22, 79
29, 28, 79
29, 22, 78
23, 22, 78
29, 22, 77
29, 22, 76
23, 29, 73
23, 29, 72
23, 29, 71
30, 29, 70
22, 29, 70
23, 29, 70
30, 29, 69
22, 29, 69
30, 29, 68
22, 29, 67
30, 29, 67
22, 29, 66
30, 29, 65
22, 29, 64
22, 29, 63
30, 21, 62
22, 21, 61
22, 21, 60
24, 30, 59
21, 27, 59
21, 26, 59
22, 30, 58
31, 30, 57
31, 25, 58
25, 20, 58
31, 21, 57
23, 28, 90
26, 20, 57
31, 20, 56
31, 30, 56
31, 20, 55
21, 31, 52
20, 27, 53
20, 24, 52
21, 20, 53
27, 31, 52
23, 31, 52
21, 31, 51
20, 28, 51
20, 24, 51
32, 31, 50
28, 19, 50
24, 19, 50
19, 32, 48
33, 23, 48
33, 22, 48
33, 20, 48
33, 32, 48
28, 32, 48
23, 32, 48
20, 32, 48
33, 31, 48
19, 31, 48
19, 32, 47
33, 28, 48
19, 28, 48
19, 27, 48
19, 24, 48
33, 23, 47
33, 22, 47
33, 21, 47
33, 20, 47
32, 19, 48
20, 19, 48
33, 19, 47
19, 19, 47
28, 33, 46
27, 33, 46
20, 33, 46
33, 33, 46
19, 33, 46
32, 33, 46
33, 32, 46
31, 33, 46
30, 33, 46
