69, 37, 61
70, 37, 61
68, 38, 61
69, 38, 61
67, 37, 62
68, 37, 62
69, 38, 60
68, 38, 60
71, 37, 62
71, 36, 62
70, 36, 62
69, 36, 62
67, 38, 61
69, 39, 61
70, 38, 61
71, 37, 61
68, 36, 62
68, 37, 61
67, 36, 62
67, 37, 61
66, 36, 62
66, 37, 61
67, 38, 60
69, 39, 60
70, 38, 60
71, 36, 61
71, 37, 60
70, 36, 61
70, 37, 60
69, 36, 61
69, 37, 60
68, 37, 60
67, 37, 60
66, 37, 60
71, 37, 59
70, 37, 59
69, 37, 59
68, 37, 59
67, 37, 59
66, 37, 59
68, 39, 60
68, 39, 61
69, 40, 61
66, 37, 62
69, 37, 62
70, 37, 62
67, 38, 62
68, 38, 62
69, 38, 62
70, 38, 62
69, 39, 62
66, 36, 63
67, 36, 63
68, 36, 63
69, 36, 63
70, 36, 63
71, 36, 63
67, 37, 63
68, 37, 63
69, 40, 60
69, 39, 59
70, 38, 59
69, 38, 59
68, 38, 59
67, 38, 59
66, 38, 59
65, 37, 59
71, 37, 58
70, 37, 58
69, 37, 58
68, 37, 58
67, 37, 58
66, 37, 58
65, 37, 62
66, 38, 62
66, 35, 63
67, 35, 63
68, 35, 63
69, 35, 63
70, 35, 63
70, 39, 62
71, 35, 63
72, 35, 63
71, 38, 62
72, 36, 62
73, 35, 63
72, 37, 62
72, 36, 63
71, 37, 63
65, 36, 62
64, 36, 62
73, 35, 62
72, 35, 62
71, 35, 62
70, 35, 62
69, 35, 62
65, 37, 61
66, 38, 61
67, 39, 61
68, 40, 61
68, 35, 64
69, 35, 64
69, 41, 61
70, 40, 61
70, 39, 61
71, 38, 61
72, 37, 61
72, 36, 61
68, 35, 62
68, 36, 61
67, 35, 62
67, 36, 61
66, 35, 62
66, 36, 61
65, 36, 61
64, 36, 61
65, 37, 60
66, 38, 60
67, 39, 60
70, 40, 60
70, 39, 60
71, 38, 60
72, 37, 60
73, 35, 61
72, 35, 61
72, 36, 60
71, 35, 61
71, 36, 60
70, 35, 61
70, 36, 60
69, 35, 61
69, 36, 60
68, 36, 60
67, 36, 60
66, 36, 60
65, 36, 60
64, 36, 60
70, 39, 59
71, 38, 59
72, 37, 59
72, 36, 59
71, 36, 59
70, 36, 59
69, 36, 59
68, 36, 59
