11, 10, 36
5, 10, 36
11, 8, 36
5, 8, 36
11, 7, 36
5, 7, 36
10, 7, 35
6, 7, 35
10, 6, 34
6, 6, 34
10, 5, 34
6, 5, 34
10, 3, 35
6, 3, 35
9, 6, 34
7, 6, 34
10, 6, 33
6, 6, 33
10, 5, 33
9, 5, 33
7, 5, 33
6, 5, 33
9, 3, 32
7, 3, 32
9, 2, 32
7, 2, 32
8, 81, 27
11, 16, 23
5, 16, 23
11, 19, 22
5, 19, 22
11, 17, 22
5, 17, 22
12, 17, 20
4, 17, 20
10, 40, 20
12, 16, 19
4, 16, 19
9, 20, 19
7, 20, 19
12, 18, 19
4, 18, 19
12, 17, 19
4, 17, 19
12, 16, 18
4, 16, 18
12, 15, 18
4, 15, 18
12, 14, 17
4, 14, 17
12, 13, 16
11, 13, 16
5, 13, 16
4, 13, 16
14, 33, 15
2, 33, 15
12, 28, 14
4, 28, 14
14, 30, 13
2, 30, 13
11, 13, 12
5, 13, 12
13, 35, 10
3, 35, 10
11, 13, 11
5, 13, 11
13, 37, 9
3, 37, 9
13, 36, 9
3, 36, 9
13, 35, 9
3, 35, 9
13, 36, 8
3, 36, 8
6, 5, 39
13, 35, 8
3, 35, 8
13, 37, 8
3, 37, 8
13, 36, 7
3, 36, 7
10, 5, 39
13, 35, 7
3, 35, 7
13, 36, 6
3, 36, 6
13, 35, 6
3, 35, 6
13, 35, 5
3, 35, 5
13, 36, 5
3, 36, 5
13, 35, 4
3, 35, 4
13, 34, 4
3, 34, 4
13, 34, 3
3, 34, 3
13, 35, 3
3, 35, 3
13, 34, 2
3, 34, 2
12, 33, 2
4, 33, 2
13, 33, 2
12, 32, 2
3, 33, 2
4, 32, 2
12, 31, 2
4, 31, 2
13, 34, 1
3, 34, 1
13, 33, 1
12, 33, 1
4, 33, 1
3, 33, 1
14, 32, 1
13, 32, 1
12, 32, 1
4, 32, 1
3, 32, 1
2, 32, 1
14, 31, 1
13, 31, 1
3, 31, 1
2, 31, 1
14, 30, 1
13, 30, 1
3, 30, 1
2, 30, 1
14, 29, 1
13, 29, 1
3, 29, 1
2, 29, 1
12, 9, 38
4, 9, 38
12, 8, 38
11, 8, 38
5, 8, 38
4, 8, 38
12, 7, 38
11, 7, 38
5, 7, 38
4, 7, 38
11, 6, 38
5, 6, 38
11, 5, 38
10, 5, 38
6, 5, 38
5, 5, 38
10, 4, 38
9, 4, 38
7, 4, 38
6, 4, 38
10, 3, 38
9, 3, 38
8, 3, 38
7, 3, 38
6, 3, 38
10, 2, 38
9, 2, 38
8, 2, 38
7, 2, 38
6, 2, 38
9, 15, 37
8, 15, 37
7, 15, 37
10, 14, 37
9, 14, 37
7, 14, 37
6, 14, 37
11, 13, 37
10, 13, 37
6, 13, 37
5, 13, 37
11, 12, 37
5, 12, 37
12, 11, 37
11, 11, 37
5, 11, 37
4, 11, 37
12, 10, 37
11, 10, 37
5, 10, 37
4, 10, 37
12, 9, 37
4, 9, 37
12, 8, 37
11, 8, 37
5, 8, 37
4, 8, 37
12, 7, 37
11, 7, 37
5, 7, 37
4, 7, 37
11, 6, 37
5, 6, 37
11, 5, 37
10, 5, 37
6, 5, 37
5, 5, 37
10, 4, 37
6, 4, 37
10, 3, 37
6, 3, 37
10, 2, 37
9, 2, 37
8, 2, 37
7, 2, 37
6, 2, 37
10, 1, 37
9, 1, 37
8, 1, 37
7, 1, 37
6, 1, 37
9, 0, 37
8, 0, 37
7, 0, 37
8, 16, 36
10, 15, 36
9, 15, 36
8, 15, 36
7, 15, 36
10, 14, 36
6, 14, 36
11, 13, 36
10, 13, 36
6, 13, 36
5, 13, 36
11, 12, 36
5, 12, 36
11, 11, 36
5, 11, 36
12, 10, 36
4, 10, 38
10, 10, 36
9, 10, 36
8, 10, 36
7, 10, 36
6, 10, 36
12, 10, 38
4, 10, 36
12, 9, 36
11, 9, 36
10, 9, 36
9, 9, 36
8, 9, 36
7, 9, 36
6, 9, 36
5, 9, 36
4, 9, 36
12, 8, 36
4, 11, 38
